gene,go
GB15095,GO:0003774
GB15095,GO:0003676
GB12397,GO:0048038
GB12397,GO:0046562
GB15781,GO:0000166
GB15781,GO:0000287
GB15781,GO:0006730
GB17141,GO:0000166
GB17141,GO:0003774
GB17141,GO:0003676
GB11019,GO:0005622
GB11019,GO:0015031
GB17545,GO:0005794
GB17545,GO:0006396
GB18859,GO:0016021
GB18859,GO:0005452
GB15460,GO:0005549
GB16225,GO:0016021
GB14295,GO:0016021
GB14295,GO:0019031
GB15000,GO:0048038
GB15000,GO:0046562
GB16275,GO:0016021
GB16275,GO:0000166
GB16275,GO:0003774
GB16275,GO:0005215
GB20053,GO:0005794
GB20053,GO:0043565
GB20053,GO:0004871
GB20053,GO:0003700
GB20053,GO:0030151
GB20053,GO:0006396
GB13214,GO:0000166
GB13214,GO:0003774
GB13214,GO:0003676
GB16080,GO:0016021
GB16080,GO:0030151
GB16080,GO:0016491
GB16080,GO:0046856
GB19564,GO:0016021
GB17074,GO:0016021
GB17074,GO:0036459
GB17074,GO:0016579
GB17074,GO:0006511
GB11970,GO:0005623
GB11970,GO:0016021
GB11970,GO:0006885
GB20122,GO:0016021
GB20122,GO:0005509
GB12383,GO:0005794
GB16423,GO:0005622
GB16423,GO:0015031
GB18667,GO:0008241
GB17246,GO:0005515
GB12873,GO:0005794
GB12873,GO:0002128
GB10276,GO:0016021
GB18686,GO:0016740
GB13770,GO:0006508
GB12711,GO:0030553
GB17921,GO:0016021
GB17921,GO:0004871
GB20037,GO:0016021
GB12219,GO:0005515
GB19041,GO:0097111
GB18547,GO:0016021
GB18547,GO:0006812
GB18618,GO:0005737
GB18618,GO:0005794
GB16363,GO:0005089
GB16363,GO:1901031
GB18584,GO:0001726
GB18584,GO:0000166
GB18584,GO:0003774
GB18584,GO:0003777
GB18584,GO:0051013
GB15602,GO:0005856
GB15602,GO:0003723
GB15602,GO:0005200
GB15602,GO:0002128
GB15254,GO:0008241
GB30443,GO:0016021
GB30443,GO:0005886
GB30443,GO:0005549
GB30443,GO:0004871
GB19170,GO:0016021
GB17110,GO:0016021
GB17110,GO:0000287
GB12140,GO:0005856
GB12140,GO:0003723
GB12140,GO:0005200
GB12140,GO:0002128
GB15683,GO:0005794
GB15683,GO:0043565
GB15683,GO:0006396
GB19145,GO:0006508
GB15888,GO:0003994
GB15888,GO:0030151
GB15888,GO:0006730
GB18141,GO:0003723
GB17742,GO:0016491
GB18518,GO:0030054
GB18518,GO:0016021
GB18518,GO:0048786
GB18518,GO:0005319
GB10501,GO:0005794
GB10501,GO:0043565
GB10501,GO:0003700
GB10501,GO:0006396
GB10871,GO:0005515
GB10110,GO:0051726
GB10110,GO:0003774
GB10110,GO:0005856
GB10110,GO:0048786
GB10203,GO:0005737
GB10203,GO:0003755
GB12931,GO:0005737
GB12931,GO:0005794
GB12931,GO:0000287
GB12931,GO:0000166
GB12931,GO:0033699
GB12931,GO:0003723
GB12931,GO:0002128
GB14354,GO:0016021
GB11929,GO:0016021
GB19240,GO:0005158
GB10378,GO:0030151
GB15818,GO:0016021
GB15818,GO:0000103
GB10409,GO:0046856
GB14316,GO:0000287
GB14316,GO:0003676
GB15446,GO:0000287
GB15446,GO:0003676
GB16234,GO:0005515
GB17705,GO:0005515
GB15566,GO:0005794
GB15566,GO:0043565
GB15566,GO:0019058
GB15566,GO:0006396
GB13654,GO:0016021
GB16360,GO:0000166
GB16360,GO:0006979
GB16360,GO:0006270
GB16265,GO:0070403
GB16217,GO:0005515
GB19036,GO:0003723
GB19036,GO:0006352
GB18235,GO:0005737
GB17411,GO:0030553
GB12590,GO:0043565
GB15734,GO:0016021
GB19941,GO:0003824
GB19104,GO:0016021
GB19104,GO:0005886
GB19104,GO:0005549
GB19104,GO:0004871
GB15896,GO:0005794
GB15896,GO:0003682
GB15896,GO:0043565
GB15896,GO:0003700
GB15896,GO:0030151
GB17473,GO:0006013
GB17473,GO:0009448
GB10779,GO:0016021
GB10779,GO:0005549
GB10779,GO:0004871
GB12297,GO:0000166
GB15520,GO:0000166
GB15520,GO:0004020
GB12178,GO:0000166
GB16930,GO:0016021
GB16930,GO:0006812
GB18522,GO:0016021
GB19428,GO:0000287
GB19428,GO:0016491
GB12014,GO:0016021
GB12014,GO:0005215
GB12014,GO:0006812
GB15218,GO:0005737
GB15218,GO:0000166
GB15218,GO:0016787
GB14446,GO:0005622
GB14446,GO:0006979
GB10341,GO:0016021
GB10341,GO:0005794
GB10341,GO:0043565
GB10341,GO:0006396
GB14476,GO:0005856
GB14476,GO:0005200
GB14476,GO:0002128
GB19920,GO:0003824
GB19033,GO:0000287
GB19033,GO:0003676
GB12425,GO:0016491
GB10753,GO:0016788
GB10308,GO:0005509
GB18386,GO:0006396
GB16141,GO:0030131
GB16141,GO:0005319
GB16141,GO:0015031
GB16141,GO:0016192
GB11979,GO:0019992
GB19757,GO:0048038
GB19757,GO:0046562
GB17871,GO:0005794
GB17871,GO:0006396
GB10221,GO:0005794
GB10221,GO:0043565
GB10221,GO:0006396
GB10499,GO:0016021
GB10499,GO:0016491
GB16817,GO:0016021
GB12162,GO:0016021
GB19827,GO:0016021
GB18027,GO:0008241
GB18027,GO:0005622
GB18027,GO:0030151
GB11027,GO:0016021
GB11027,GO:0020037
GB11027,GO:0030151
GB11027,GO:0004497
GB11027,GO:0016705
GB13478,GO:0005622
GB13478,GO:0016020
GB13478,GO:0030553
GB13478,GO:0003774
GB13478,GO:0015031
GB13478,GO:0006913
GB13478,GO:0048015
GB18836,GO:0016021
GB14494,GO:0000166
GB14494,GO:0006508
GB13906,GO:0005089
GB13906,GO:1901031
GB13206,GO:0032040
GB13206,GO:0070836
GB13622,GO:0006979
GB15901,GO:0005794
GB15901,GO:0006396
GB18215,GO:0005794
GB18215,GO:0043565
GB18215,GO:0003700
GB18215,GO:0030151
GB18215,GO:0006396
GB19058,GO:0005516
GB17089,GO:0007155
GB12052,GO:0000166
GB12052,GO:0004020
GB13724,GO:0000166
GB13724,GO:0004020
GB14162,GO:0005515
GB12090,GO:0005452
GB10537,GO:0016021
GB10537,GO:0016788
GB10537,GO:0046856
GB17254,GO:0030054
GB17254,GO:0016021
GB17254,GO:0048786
GB17254,GO:0005319
GB10405,GO:0030151
GB13225,GO:0003676
GB13225,GO:0030151
GB12552,GO:0016021
GB12799,GO:0030151
GB19559,GO:0005794
GB19559,GO:0006396
GB16263,GO:0005737
GB15164,GO:0006914
GB18541,GO:0003723
GB15083,GO:0016021
GB15083,GO:0000166
GB15083,GO:0004871
GB15083,GO:0004020
GB14248,GO:0016021
GB14248,GO:0005549
GB14248,GO:0004871
GB10789,GO:0005737
GB10789,GO:0000166
GB10789,GO:0003729
GB17549,GO:0016021
GB17549,GO:0004035
GB17426,GO:0070403
GB12633,GO:0005856
GB12633,GO:0005200
GB12633,GO:0002128
GB11403,GO:0016787
GB13604,GO:0016021
GB13604,GO:0005886
GB13604,GO:0004871
GB16654,GO:0030151
GB16654,GO:0000166
GB16654,GO:0004020
GB16041,GO:0005515
GB10926,GO:0005856
GB10926,GO:0006913
GB13007,GO:0016021
GB13007,GO:0005319
GB10385,GO:0005856
GB10385,GO:0000166
GB10385,GO:0003774
GB10385,GO:0003777
GB10385,GO:0051013
GB16942,GO:0000166
GB18508,GO:0006511
GB13305,GO:0016021
GB13305,GO:0005886
GB13305,GO:0005549
GB13305,GO:0004871
GB19909,GO:0005737
GB16519,GO:0003676
GB12384,GO:0030246
GB16003,GO:0016021
GB16003,GO:0008241
GB18558,GO:0005515
GB14014,GO:0016021
GB14014,GO:0000166
GB14014,GO:0004020
GB16843,GO:0004035
GB10650,GO:0005794
GB10650,GO:0043565
GB10650,GO:0003700
GB10650,GO:0030151
GB10650,GO:1901031
GB10650,GO:0006396
GB15131,GO:0016021
GB17994,GO:0005622
GB17994,GO:0016020
GB17994,GO:0030553
GB17994,GO:0015031
GB17994,GO:0048015
GB18488,GO:0000166
GB18488,GO:0004020
GB11340,GO:0005576
GB11340,GO:0008484
GB10469,GO:0005515
GB11097,GO:0016021
GB11097,GO:0005319
GB16157,GO:0005515
GB17681,GO:0000166
GB16708,GO:0016021
GB16708,GO:0000166
GB16708,GO:0003774
GB11149,GO:0008241
GB11149,GO:0030151
GB18026,GO:0000166
GB18026,GO:0004020
GB18159,GO:0016021
GB18159,GO:0000166
GB18159,GO:0004020
GB19355,GO:0016021
GB19355,GO:0000795
GB15637,GO:0003723
GB15637,GO:0005200
GB15637,GO:0002128
GB11704,GO:0003723
GB11704,GO:0030151
GB16780,GO:0030151
GB15231,GO:0004035
GB13990,GO:0036459
GB13990,GO:0016579
GB13990,GO:0006511
GB16352,GO:0016021
GB16352,GO:0005856
GB16352,GO:0006913
GB18894,GO:0002128
GB12842,GO:0000166
GB12842,GO:0003723
GB12842,GO:0003910
GB12842,GO:0030151
GB12842,GO:0006270
GB12842,GO:0006979
GB11560,GO:0016021
GB12016,GO:0019992
GB12016,GO:0006979
GB10637,GO:0016021
GB14046,GO:0005794
GB14046,GO:0043565
GB14046,GO:0003700
GB14775,GO:0016021
GB17708,GO:0005515
GB11870,GO:0005576
GB11870,GO:0008061
GB11870,GO:0004415
GB11870,GO:0005975
GB11870,GO:0006030
GB11965,GO:0005856
GB11965,GO:0000166
GB11965,GO:0003774
GB16535,GO:0000166
GB16535,GO:0004020
GB12470,GO:0005737
GB12470,GO:0005794
GB10711,GO:0016021
GB10711,GO:0005856
GB10711,GO:0006913
GB12948,GO:0000795
GB12948,GO:0005794
GB12948,GO:0003723
GB14869,GO:0000166
GB11373,GO:0005622
GB11373,GO:0016020
GB11373,GO:0030553
GB11373,GO:0015031
GB11373,GO:0048015
GB19226,GO:0003676
GB19226,GO:0030151
GB11767,GO:0006979
GB12176,GO:0016021
GB12176,GO:0016740
GB12176,GO:0046856
GB11553,GO:0016021
GB11553,GO:0005452
GB13699,GO:0016021
GB13229,GO:0030151
GB15501,GO:0016021
GB18127,GO:0016021
GB14273,GO:0030151
GB17555,GO:0030151
GB12036,GO:0070836
GB12036,GO:0007049
GB12491,GO:0005794
GB12491,GO:0016021
GB12491,GO:0008455
GB13080,GO:0005622
GB13080,GO:0006979
GB17237,GO:0003723
GB13436,GO:0005856
GB13436,GO:0003729
GB13436,GO:0005200
GB13436,GO:0002128
GB18816,GO:0016021
GB18816,GO:0005215
GB18954,GO:0000795
GB18954,GO:0005794
GB18954,GO:0003723
GB11708,GO:0000166
GB11708,GO:0003774
GB11708,GO:0003676
GB17443,GO:0005737
GB17443,GO:0046856
GB13910,GO:0003676
GB13910,GO:0000166
GB19831,GO:0008241
GB30305,GO:0016021
GB30305,GO:0005549
GB30305,GO:0004871
GB19322,GO:0022900
GB19322,GO:0055114
GB19322,GO:0005452
GB19322,GO:0030151
GB19322,GO:0009055
GB19322,GO:0020037
GB19322,GO:0016021
GB18733,GO:0005576
GB18733,GO:0040007
GB10503,GO:0005509
GB12432,GO:0004020
GB16340,GO:0005515
GB15261,GO:0005856
GB15261,GO:0005200
GB15261,GO:0002128
GB11966,GO:0003723
GB11966,GO:0006396
GB11451,GO:0005509
GB13686,GO:0000795
GB13686,GO:0005794
GB13686,GO:0003723
GB13686,GO:0005089
GB13686,GO:1901031
GB13686,GO:0048015
GB15960,GO:0003729
GB17902,GO:0003723
GB17902,GO:0097111
GB17902,GO:0006368
GB17809,GO:0000166
GB17809,GO:0004020
GB19904,GO:0030151
GB14456,GO:0006508
GB19777,GO:0005737
GB19777,GO:0005794
GB13324,GO:0030553
GB13324,GO:0003774
GB17095,GO:0051537
GB17095,GO:0048038
GB17095,GO:0008137
GB15027,GO:0005794
GB15027,GO:0043565
GB15027,GO:0006396
GB18696,GO:0000287
GB18696,GO:0003676
GB16277,GO:0003824
GB12746,GO:0000287
GB12746,GO:0003676
GB15141,GO:0016021
GB14028,GO:0007049
GB15519,GO:0005515
GB19406,GO:0005515
GB17649,GO:0005515
GB13912,GO:0016020
GB13912,GO:0030151
GB13912,GO:0004511
GB13631,GO:0005856
GB13631,GO:0005200
GB13631,GO:0002128
GB13631,GO:0016491
GB11201,GO:0003729
GB11294,GO:0000287
GB11294,GO:0003676
GB11096,GO:0016021
GB11096,GO:0038026
GB19422,GO:0005794
GB19422,GO:0046562
GB19422,GO:0000287
GB19422,GO:0048038
GB19422,GO:0022900
GB17996,GO:0005515
GB11331,GO:0035301
GB11331,GO:0000287
GB11331,GO:0003676
GB11331,GO:0006396
GB11331,GO:0038026
GB17873,GO:0016021
GB17873,GO:0000166
GB17873,GO:0000287
GB17873,GO:0005375
GB10478,GO:0016021
GB10478,GO:0005319
GB16488,GO:0016021
GB10832,GO:0005509
GB10742,GO:0008241
GB10742,GO:0030151
GB16086,GO:0000166
GB16086,GO:0004020
GB13159,GO:0005515
GB15051,GO:0005794
GB15051,GO:0016021
GB15051,GO:0038026
GB19171,GO:0000166
GB19171,GO:0006812
GB11344,GO:0005794
GB11344,GO:0003723
GB18178,GO:0008241
GB16096,GO:0005794
GB16096,GO:0003723
GB16096,GO:0003700
GB16096,GO:0006396
GB13209,GO:0016021
GB13209,GO:0008241
GB13289,GO:0003824
GB13889,GO:0004020
GB18895,GO:0016021
GB18895,GO:0080019
GB17287,GO:0005515
GB18916,GO:0003676
GB18916,GO:0000166
GB16690,GO:0000287
GB16690,GO:0003676
GB16644,GO:0016021
GB16644,GO:0000166
GB16644,GO:0003774
GB17562,GO:0000795
GB17562,GO:0030553
GB17562,GO:0070836
GB13308,GO:0005856
GB15915,GO:0005515
GB11911,GO:0005794
GB11911,GO:0000166
GB11911,GO:0003723
GB19259,GO:0016021
GB17552,GO:0005794
GB17552,GO:0006979
GB14112,GO:0016021
GB14112,GO:0004842
GB14112,GO:0030151
GB11802,GO:0000287
GB11802,GO:0003676
GB13580,GO:0016021
GB13580,GO:0000166
GB13580,GO:0004020
GB12037,GO:0016021
GB12037,GO:0005886
GB12037,GO:0005549
GB12037,GO:0004871
GB12404,GO:0005576
GB12404,GO:0008061
GB12404,GO:0006030
GB10473,GO:0005737
GB16966,GO:0000795
GB16966,GO:0006368
GB19256,GO:0003676
GB12127,GO:0016021
GB13603,GO:0016021
GB18162,GO:0016491
GB11385,GO:0000287
GB11385,GO:0008241
GB15391,GO:0005737
GB15391,GO:0005975
GB16856,GO:0016021
GB18911,GO:0006979
GB11041,GO:0005794
GB11041,GO:0016021
GB16940,GO:0003676
GB16940,GO:0000166
GB19853,GO:0005794
GB19853,GO:0003714
GB17165,GO:0030131
GB17165,GO:0006897
GB17165,GO:0015031
GB18001,GO:0005515
GB13429,GO:0000166
GB14228,GO:0008601
GB14228,GO:0006979
GB12513,GO:0005794
GB15359,GO:0008601
GB17694,GO:0005856
GB17694,GO:0005200
GB17694,GO:0002128
GB18620,GO:0005856
GB10303,GO:0004613
GB10303,GO:0048038
GB10303,GO:0009448
GB13932,GO:0005515
GB14641,GO:0016021
GB14641,GO:0030151
GB14160,GO:0003676
GB18419,GO:0005515
GB11195,GO:0016491
GB15300,GO:0000166
GB15300,GO:0004020
GB14083,GO:0005622
GB14083,GO:0016020
GB14083,GO:0030553
GB14083,GO:0003774
GB14083,GO:0015031
GB14083,GO:0006913
GB14083,GO:0048015
GB15525,GO:0016021
GB15525,GO:0006508
GB14460,GO:0005921
GB14460,GO:0016021
GB14460,GO:0005198
GB30121,GO:0016021
GB30121,GO:0005549
GB30121,GO:0004871
GB10711,GO:0016021
GB10711,GO:0005856
GB10711,GO:0006913
GB19021,GO:0016021
GB19021,GO:0004871
GB12540,GO:0005623
GB15685,GO:0000166
GB15685,GO:0004020
GB14855,GO:0016740
GB14855,GO:0009058
GB19273,GO:0016021
GB19965,GO:0000166
GB19542,GO:0005089
GB19542,GO:1901031
GB18053,GO:0036459
GB18053,GO:0030151
GB18053,GO:0016579
GB18053,GO:0006511
GB14481,GO:0016021
GB14481,GO:0000166
GB14481,GO:0003774
GB14481,GO:0000287
GB14481,GO:0006812
GB16454,GO:0016021
GB19552,GO:0016021
GB19552,GO:0005215
GB19552,GO:0006812
GB19592,GO:0016021
GB14982,GO:0005794
GB14982,GO:0016874
GB14982,GO:0004842
GB14982,GO:0030151
GB14982,GO:0019058
GB14982,GO:0006511
GB11796,GO:0003723
GB11796,GO:0006396
GB14185,GO:0016746
GB13356,GO:0005615
GB13356,GO:0019058
GB13356,GO:0038026
GB12483,GO:0016788
GB12483,GO:0002128
GB19296,GO:0005622
GB19296,GO:0016020
GB19296,GO:0030553
GB19296,GO:0003774
GB19296,GO:0015031
GB19296,GO:0006913
GB19296,GO:0048015
GB12436,GO:0005089
GB12436,GO:1901031
GB15161,GO:0016021
GB15269,GO:0005794
GB15269,GO:0006352
GB12309,GO:0016021
GB12325,GO:0016021
GB19743,GO:0005515
GB14230,GO:0001726
GB14230,GO:0003774
GB14230,GO:0003777
GB14230,GO:0051013
GB12759,GO:0000166
GB12759,GO:0004020
GB13800,GO:0000795
GB13800,GO:0005794
GB13800,GO:0003723
GB15772,GO:0005622
GB15772,GO:0030553
GB15772,GO:0015031
GB15772,GO:0048015
GB16748,GO:0003777
GB16748,GO:0051013
GB18833,GO:0005794
GB18833,GO:0043565
GB18833,GO:0003700
GB18833,GO:0006396
GB14603,GO:0008241
GB14143,GO:0016021
GB10762,GO:0005515
GB17691,GO:0003723
GB17691,GO:0000166
GB17691,GO:0006270
GB15296,GO:0016021
GB19705,GO:0030553
GB16316,GO:0016021
GB16316,GO:0004415
GB16316,GO:0006013
GB12019,GO:0032041
GB19222,GO:0016021
GB15778,GO:0000287
GB15778,GO:0003676
GB12289,GO:0030151
GB18292,GO:0005737
GB18292,GO:0000166
GB18292,GO:0016787
GB12434,GO:0071558
GB12434,GO:0000287
GB15065,GO:0005737
GB15065,GO:0005794
GB15065,GO:0000166
GB15065,GO:0003723
GB15965,GO:0005515
GB16556,GO:0005794
GB16556,GO:0016021
GB16556,GO:0006812
GB11698,GO:0008241
GB18434,GO:0030151
GB13489,GO:0008241
GB15761,GO:0005856
GB15761,GO:0000166
GB15761,GO:0003777
GB15761,GO:0051013
GB10681,GO:0008241
GB10681,GO:0030151
GB18877,GO:0005516
GB18877,GO:0005737
GB18877,GO:0019898
GB18981,GO:0005737
GB18981,GO:0005794
GB18981,GO:0005667
GB18981,GO:0003723
GB18981,GO:0003700
GB18981,GO:0006396
GB18981,GO:1901031
GB14856,GO:0016021
GB15014,GO:0016021
GB15732,GO:0002128
GB17222,GO:0005622
GB17222,GO:0006979
GB15836,GO:0005794
GB15836,GO:0000166
GB15836,GO:0003723
GB15836,GO:0003700
GB19130,GO:0005737
GB19130,GO:0005794
GB12528,GO:0016021
GB13400,GO:0005794
GB13400,GO:0043565
GB13400,GO:0003700
GB13400,GO:0006396
GB12686,GO:0005794
GB12686,GO:0003723
GB16284,GO:0015031
GB16284,GO:0016192
GB15862,GO:0016021
GB15862,GO:0004035
GB18192,GO:0016021
GB18192,GO:0005509
GB18192,GO:0000103
GB11286,GO:0004020
GB11286,GO:0005975
GB19384,GO:0003824
GB17783,GO:0000166
GB17783,GO:0004020
GB13763,GO:0002128
GB13763,GO:0070836
GB10693,GO:0000166
GB10693,GO:0004020
GB18024,GO:0005319
GB15361,GO:0005856
GB15361,GO:0005200
GB15361,GO:0002128
GB19729,GO:0005794
GB19729,GO:0070469
GB19729,GO:0009055
GB19729,GO:0020037
GB19729,GO:0000287
GB19729,GO:0055114
GB19318,GO:0005615
GB19318,GO:0008241
GB19318,GO:0030151
GB19416,GO:0030553
GB19416,GO:0003774
GB11807,GO:0016021
GB16978,GO:0048038
GB16978,GO:0046562
GB15492,GO:0016021
GB15492,GO:0000166
GB15492,GO:0004020
GB15492,GO:1901031
GB11563,GO:0005615
GB19672,GO:0016021
GB17251,GO:0000166
GB17251,GO:0004550
GB17251,GO:0042351
GB17211,GO:0016021
GB10510,GO:0005515
GB17602,GO:0005737
GB17602,GO:0003910
GB17602,GO:0000166
GB17602,GO:0006541
GB12147,GO:0005856
GB12147,GO:0003723
GB12147,GO:0030151
GB13554,GO:0000166
GB13554,GO:0003723
GB13554,GO:0030151
GB10433,GO:0005622
GB10433,GO:0016020
GB10433,GO:0030553
GB10433,GO:0048015
GB18634,GO:0016021
GB11954,GO:0008152
GB11954,GO:0008484
GB15759,GO:0016021
GB15759,GO:0005215
GB15759,GO:0006812
GB13458,GO:0005737
GB13458,GO:0000287
GB17919,GO:0005158
GB12779,GO:0000166
GB16329,GO:0006979
GB18527,GO:0000166
GB14316,GO:0000287
GB14316,GO:0003676
GB18043,GO:0016021
GB18043,GO:0004871
GB11903,GO:0032040
GB11903,GO:0070836
GB11459,GO:0000166
GB11459,GO:0030983
GB11459,GO:0006979
GB11753,GO:0043565
GB11753,GO:0003700
GB11753,GO:0006368
GB12962,GO:0034464
GB18987,GO:0003676
GB18987,GO:0000166
GB18987,GO:0030151
GB19722,GO:0005515
GB11830,GO:0005737
GB11830,GO:0000166
GB11830,GO:0003676
GB13745,GO:0005794
GB13745,GO:0043565
GB13745,GO:0006396
GB14023,GO:0006915
GB17150,GO:0005622
GB17150,GO:0015031
GB17642,GO:0042302
GB13965,GO:0005622
GB16432,GO:0016021
GB15755,GO:0005856
GB15755,GO:0005200
GB15755,GO:0002128
GB18728,GO:0004035
GB12374,GO:0004057
GB12750,GO:0005515
GB17861,GO:0016021
GB14499,GO:0016021
GB14499,GO:0006812
GB12998,GO:0004415
GB12998,GO:0006979
GB11805,GO:0070836
GB10340,GO:0005737
GB10340,GO:0003723
GB17414,GO:0016021
GB17414,GO:0000166
GB17414,GO:0008241
GB11759,GO:0005856
GB11759,GO:0005200
GB11759,GO:0002128
GB13710,GO:0005794
GB13710,GO:0043565
GB13710,GO:0003700
GB13710,GO:0030151
GB13710,GO:1901031
GB13710,GO:0006396
GB13204,GO:0030151
GB17468,GO:0000166
GB17468,GO:0030983
GB17468,GO:0006979
GB17000,GO:0030054
GB17000,GO:0016021
GB17000,GO:0048786
GB17000,GO:0005319
GB19922,GO:0003824
GB19922,GO:0009058
GB13872,GO:0006396
GB13872,GO:0019058
GB15245,GO:0003676
GB15245,GO:0000166
GB13570,GO:0005794
GB13570,GO:0019058
GB14365,GO:0016020
GB16299,GO:0016021
GB16299,GO:0006979
GB14432,GO:0005622
GB14432,GO:0006396
GB10878,GO:0003700
GB15005,GO:0016021
GB15005,GO:0003824
GB15005,GO:0048038
GB15005,GO:0009058
GB10669,GO:0005856
GB10669,GO:0005200
GB10669,GO:0002128
GB17413,GO:0016874
GB17413,GO:0004842
GB11252,GO:0016021
GB11252,GO:0005319
GB11325,GO:0003723
GB11325,GO:0006396
GB11082,GO:0005515
GB12132,GO:0004035
GB16358,GO:0016021
GB16015,GO:0043565
GB16015,GO:0003700
GB11254,GO:0005794
GB11254,GO:0043565
GB11254,GO:0006396
GB17040,GO:0030553
GB16474,GO:0016021
GB16474,GO:0005794
GB16474,GO:0000166
GB14561,GO:0016021
GB14561,GO:0004871
GB10731,GO:0016021
GB10731,GO:0004871
GB18047,GO:0016021
GB18047,GO:0004871
GB19930,GO:0000166
GB19930,GO:0016810
GB10563,GO:0005515
GB13617,GO:0000287
GB16541,GO:0016021
GB18222,GO:0016021
GB18222,GO:0005452
GB19048,GO:0016491
GB19048,GO:0030151
GB13787,GO:0016021
GB13787,GO:0005319
GB14352,GO:0030054
GB14352,GO:0016021
GB14352,GO:0048786
GB14352,GO:0005319
GB15058,GO:0016021
GB15058,GO:0030151
GB10632,GO:0006396
GB15362,GO:0000795
GB10180,GO:0000287
GB10180,GO:0003676
GB19571,GO:0016021
GB15924,GO:0030151
GB15912,GO:0016021
GB15865,GO:0016021
GB12675,GO:0005622
GB12675,GO:0016020
GB12675,GO:0030553
GB12675,GO:0003774
GB12675,GO:0015031
GB12675,GO:0006913
GB12675,GO:0048015
GB11297,GO:0008241
GB16650,GO:0003824
GB14923,GO:0005794
GB14923,GO:0032041
GB14923,GO:0006396
GB10744,GO:0003824
GB15225,GO:0005856
GB15225,GO:0005200
GB15225,GO:0002128
GB12286,GO:0016021
GB12630,GO:0005737
GB12630,GO:0000166
GB15530,GO:0003714
GB15530,GO:1901031
GB10652,GO:0030151
GB16222,GO:0005515
GB16222,GO:0003774
GB16222,GO:0005856
GB10533,GO:0008601
GB10533,GO:1901031
GB17308,GO:0005509
GB17308,GO:0030553
GB17308,GO:0003774
GB17308,GO:0097111
GB17308,GO:0015031
GB17308,GO:0048015
GB11210,GO:0048038
GB11210,GO:0009058
GB11324,GO:0016021
GB18510,GO:0016787
GB19035,GO:0005737
GB19035,GO:0005856
GB19035,GO:0030553
GB19035,GO:0003774
GB19035,GO:0005200
GB19035,GO:0007017
GB18899,GO:0016491
GB12121,GO:0048038
GB12121,GO:0046562
GB12137,GO:0005856
GB12137,GO:0005200
GB12137,GO:0002128
GB13432,GO:0005794
GB13432,GO:0003723
GB18699,GO:0016021
GB18699,GO:0006812
GB12855,GO:0022900
GB20030,GO:0016021
GB13600,GO:0016021
GB14094,GO:0016021
GB18128,GO:0016021
GB18128,GO:0008241
GB14555,GO:0016021
GB14555,GO:0005509
GB10841,GO:0000166
GB10841,GO:0004020
GB10003,GO:0005856
GB10003,GO:0005200
GB10003,GO:0002128
GB13704,GO:0003824
GB16984,GO:0016021
GB16984,GO:0005319
GB16594,GO:0005515
GB18553,GO:0016021
GB11270,GO:0016021
GB16448,GO:0005509
GB10310,GO:0005576
GB10310,GO:0008601
GB14480,GO:0016021
GB15346,GO:0003723
GB15346,GO:0000287
GB15346,GO:0003676
GB11597,GO:0003723
GB18108,GO:0005856
GB18108,GO:0005200
GB18108,GO:0002128
GB16688,GO:0000166
GB16688,GO:0004020
GB16367,GO:0006508
GB16367,GO:0008241
GB19818,GO:0030151
GB17940,GO:0016021
GB20023,GO:0019058
GB20023,GO:0051726
GB20023,GO:0003774
GB20023,GO:0005856
GB20023,GO:0048786
GB20023,GO:0000795
GB14466,GO:0016021
GB16376,GO:0016021
GB16376,GO:0005215
GB16376,GO:0006812
GB17923,GO:0000166
GB17923,GO:0002128
GB14509,GO:0016021
GB14509,GO:0004871
GB13998,GO:0016021
GB13998,GO:0020037
GB13998,GO:0030151
GB13998,GO:0004497
GB13998,GO:0016705
GB11958,GO:0016021
GB17336,GO:0016020
GB17336,GO:0007267
GB10053,GO:0000166
GB10053,GO:0004020
GB12338,GO:0005856
GB12338,GO:0070836
GB14950,GO:0016579
GB10172,GO:0016021
GB16571,GO:0016021
GB16571,GO:0005509
GB18586,GO:0020037
GB18586,GO:0000287
GB18586,GO:0016491
GB19885,GO:0000166
GB19885,GO:0009374
GB19885,GO:0003910
GB19885,GO:0003723
GB19885,GO:0000287
GB19885,GO:0004736
GB19885,GO:0006013
GB19885,GO:0009448
GB19424,GO:0003676
GB13065,GO:0048038
GB13065,GO:0046562
GB15419,GO:0005515
GB19511,GO:0005921
GB19511,GO:0007605
GB19511,GO:0070836
GB19511,GO:0007155
GB13253,GO:0016021
GB13253,GO:0005452
GB12760,GO:0016021
GB12760,GO:0016787
GB12760,GO:0006629
GB10467,GO:0048038
GB10467,GO:0009058
GB10467,GO:0009448
GB19200,GO:0005737
GB19200,GO:0005794
GB15866,GO:0005549
GB12436,GO:0000166
GB12436,GO:0004020
GB12436,GO:0005089
GB12436,GO:1901031
GB12228,GO:0000795
GB12228,GO:0004057
GB12228,GO:0003714
GB12228,GO:0030151
GB12228,GO:0006396
GB14214,GO:0016021
GB14214,GO:0030151
GB19297,GO:0019058
GB12880,GO:0000287
GB12880,GO:0003676
GB11077,GO:0016021
GB19380,GO:0051920
GB10259,GO:0005794
GB16129,GO:0016021
GB17954,GO:0005794
GB17954,GO:0006368
GB17954,GO:0006396
GB11687,GO:0005622
GB11687,GO:0004020
GB11687,GO:0046856
GB11687,GO:0048015
GB10282,GO:0000166
